 X (m/s2), Theta (deg)
4.844667,102.367508
4.848258,102.462471
4.84347,102.417068
4.811148,102.500389
4.776433,102.542488
4.758476,102.644203
4.753687,102.842934
4.76087,102.906769
4.781221,102.852516
4.787206,102.804276
4.801571,102.787201
4.884171,102.755325
4.947618,102.767891
5.006276,102.854324
5.072116,102.893471
5.103241,102.908463
5.12,102.883278
5.085284,102.879288
5.011064,102.876129
4.909311,102.901215
4.775235,102.882675
4.666299,103.074989
4.568137,103.40638
4.51307,103.452431
4.51307,103.420784
4.527435,103.292404
4.525041,102.969543
4.516662,102.70742
4.560954,102.550438
4.636372,102.370407
4.734534,102.544853
4.809951,102.602577
4.859032,102.625351
4.894945,102.516975
4.923676,102.023987
5.001487,101.394066
5.075707,100.722656
5.153519,99.926033
5.201403,99.282066
5.220557,98.903503
5.188235,98.624306
5.12,98.671188
4.896142,98.825394
4.781221,99.606232
4.776433,100.613686
4.808754,100.835106
4.836287,100.092094
4.841076,99.574135
4.780024,100.011314
4.625597,100.978035
4.468778,101.296623
4.388572,99.877472
4.437653,97.735016
4.666299,96.325951
4.935647,96.341324
5.072116,97.436722
5.011064,98.923256
4.747702,100.371094
4.404134,101.356911
4.200627,101.96228
4.198233,102.150261
4.392163,101.855171
4.668694,100.925407
4.909311,99.469917
5.060145,98.12191
5.12,96.911247
5.081693,95.785896
5.00867,94.763741
4.921282,93.699646
4.85185,92.859482
4.7896,92.144279
4.765658,91.61689
4.777629,91.309608
4.782418,90.848648
4.776433,90.588943
4.721366,90.42276
4.635174,90.211563
4.49272,90.358932
4.394557,90.173569
4.361038,89.368355
4.353856,88.026871
4.477157,87.980881
4.691438,88.372368
4.765658,87.437431
4.696227,85.350121
4.56694,84.005089
4.486734,84.981636
4.565742,88.079559
4.650737,88.869911
4.61243,88.46566
4.564546,88.43885
4.675876,89.436783
5.069722,91.311073
5.266047,91.787544
5.323507,91.629387
5.18225,91.101654
4.898537,90.055229
4.563348,88.363792
4.41012,87.499992
4.390966,86.813881
4.647145,86.993004
4.922479,87.326675
4.999093,86.468002
4.91769,85.800507
4.683059,84.108879
4.369418,82.172081
3.98874,80.14093
3.768473,79.180519
3.738546,78.733414
3.809175,78.160194
3.809175,78.286995
3.5925,77.176544
3.533842,77.893791
3.485958,76.686508
3.626019,76.267799
3.799598,77.230461
4.096479,80.135834
4.329914,82.338966
4.511873,82.358871
4.690241,81.457779
4.768053,79.597992
4.875792,78.075546
4.954801,77.406807
5.036203,76.804832
5.13676,75.992561
5.232528,75.90905
5.305551,75.286636
5.318719,75.260292
5.404911,75.302864
5.499481,75.22374
5.695806,75.089363
5.866991,75.535011
5.899313,76.403938
5.791574,76.135101
5.649119,75.658653
5.549759,74.654541
5.558139,74.113678
5.796362,74.414429
6.054936,74.443649
6.221333,74.63636
6.228516,75.239105
6.130353,76.312424
6.004658,76.137222
6.040571,75.865456
6.184223,75.630379
6.366182,76.334518
6.540959,76.173805
6.566098,76.760612
6.550536,77.090363
6.524199,76.057274
6.495469,75.714493
6.523003,76.335365
6.630742,77.351563
6.71813,78.036064
6.750452,78.265755
6.742072,78.169395
6.690597,77.924042
6.698977,77.557106
6.731298,77.712524
6.80911,78.812492
6.884527,79.614708
6.852205,79.240898
6.79235,78.470161
6.775591,78.415268
6.858191,78.562088
6.89171,77.702393
6.922834,77.363823
6.924031,77.432343
6.867768,77.851387
6.892907,78.694527
6.980295,78.171379
7.04853,77.137154
7.103596,77.473236
7.192182,78.017387
7.208941,77.558701
7.222109,77.128036
7.180211,77.354034
7.050924,76.745613
6.932411,76.749763
6.919243,76.737762
7.010222,77.606804
7.132327,79.059708
7.171831,78.693428
7.127539,77.571297
7.100005,77.780075
7.088034,78.915176
7.04015,79.639366
7.006631,78.83577
7.068881,78.009033
7.186196,76.918472
7.273585,77.059723
7.133524,78.305168
7.091625,78.531044
7.16824,78.235733
7.258022,76.963997
7.383718,76.25795
7.450756,76.630043
7.398083,76.613922
7.37893,76.67057
7.405266,76.359207
7.474698,76.238541
7.505822,75.649765
7.478289,75.724327
7.431602,76.862389
7.292738,77.655594
7.186196,78.00386
7.19697,78.452202
7.228095,77.998177
7.283162,77.670876
7.381324,77.40094
7.423223,77.242317
7.400477,77.899017
7.329848,78.076462
7.267599,78.211075
7.265205,78.104965
7.314286,77.520294
7.382521,77.089157
7.432799,77.166489
7.472303,77.161034
7.477092,77.120293
7.406463,77.399834
7.344213,77.339096
7.366959,77.622444
7.489063,75.963516
7.547721,74.152588
7.679402,74.490868
7.767987,73.325256
8.268375,75.534454
8.163031,80.2239
7.845799,69.769768
8.007407,67.940933
8.317456,69.847588
8.244433,71.155327
7.879318,69.660263
8.292317,76.167664
8.5473,74.006233
8.184579,63.763386
7.787141,56.38802
9.091981,79.280357
9.376891,63.836346
9.582792,74.928665
12.126632,95.779709
11.404779,81.631332
11.69807,79.420532
13.302185,93.018105
14.003686,91.141006
16.373945,92.059906
21.297621,100.170845
25.628733,99.489594
29.565996,102.300201
30.903158,109.890724
25.473108,108.864845
19.323603,89.953316
19.887436,109.432343
21.979969,113.141289
23.560143,107.281349
24.802732,105.220535
26.417622,101.24379
27.455507,106.485352
28.939913,117.477051
28.271931,117.891975
25.087643,115.235329
19.776106,116.63929
11.467029,119.997719
-0.19393,112.117645
-19.370289,120.509567
-39.04105,99.969994
-39.195477,55.211411
-39.195477,68.782646
-37.357925,62.300041
-28.002583,57.174259
-14.569915,77.817345
-2.396596,170.416168
4.39336,164.085129
10.04607,144.036835
17.082628,124.671272
24.460361,111.613594
30.909143,101.810768
32.55875,83.256035
28.304253,64.357475
22.631191,55.575546
16.470911,51.733662
11.587936,45.847092
9.989806,42.837204
10.747571,46.886581
11.415554,55.444263
11.148601,64.768326
10.162189,73.928757
8.948329,83.447701
7.43639,94.075279
7.471107,93.366508
8.066066,89.447884
9.028535,86.458832
9.938332,83.834946
10.475829,81.462013
10.516531,79.344154
10.103531,77.402008
9.516952,77.082298
8.959103,79.428627
8.508993,83.454315
8.098388,87.150894
7.94875,90.26152
8.171411,92.53437
8.706514,93.471756
9.445126,92.322121
10.16578,89.222672
10.545261,85.412338
10.473435,82.049416
9.129091,81.799156
8.482656,86.596237
8.145074,94.435173
8.073248,100.751564
8.090008,103.047058
8.032547,100.500221
7.809886,96.905602
7.389704,91.029869
7.04015,87.392677
7.009026,89.441582
7.381324,91.974518
7.960721,92.475494
8.613141,90.408844
9.167398,87.71566
9.355343,85.603958
9.136273,85.705193
8.637083,86.509865
8.119935,88.817314
7.872135,91.674675
7.898471,91.17057
8.148665,87.785728
8.591593,85.282257
8.961497,83.47731
9.337387,83.538536
9.724051,84.789085
10.044873,85.547112
10.158598,82.845566
9.755175,79.388016
9.755175,79.388016
9.107543,87.18531
7.053318,91.486511
5.947197,94.802422
5.200206,97.127098
5.127183,98.484818
5.645528,96.929596
6.593631,93.014351
7.72968,88.328194
8.603564,83.705765
8.993818,80.177422
9.015367,79.017754
8.688558,77.978256
8.084022,75.980179
7.496245,74.908348
6.904878,75.788803
6.244078,78.410805
5.576096,83.044456
4.953603,86.834244
4.455609,89.811844
4.068946,91.405388
3.916914,91.456139
4.016273,90.740944
4.21978,89.800232
4.247314,88.200615
4.122815,87.250839
3.912126,86.889221
3.664326,86.975998
3.50152,86.867516
3.408146,86.365372
3.384204,84.56076
3.392584,82.94146
3.369839,81.081245
3.258508,79.793053
3.112462,80.767235
2.719813,84.188705
2.184709,87.608139
1.608904,91.036942
1.158794,93.764519
0.88346,95.527946
0.881066,96.379601
1.158794,95.634483
1.711854,93.643311
2.357092,91.060326
2.900575,88.06665
3.24534,85.311966
3.377022,83.246918
3.272874,82.032303
3.015497,81.394684
2.75812,81.347214
2.658761,82.236649
2.843115,84.882751
3.021482,85.981491
3.175909,86.950668
3.281253,87.624817
3.301604,88.516541
3.286042,89.421555
3.258508,89.675003
3.215413,89.148758
3.242946,88.522224
3.341109,87.699692
3.384204,87.975357
3.400964,87.948494
3.33632,87.956741
3.270479,88.513962
3.270479,89.146111
3.38181,90.105148
3.500323,90.99379
3.5925,90.651054
3.63799,90.175102
3.669114,90.287735
3.720589,90.182228
3.776853,89.895309
3.849876,90.152809
3.910928,90.034508
3.98036,90.157364
4.101267,89.919106
4.363432,86.054794
4.426879,92.673004
3.982754,94.030968
3.355474,92.232063
3.210624,90.970291
3.269282,88.915733
3.403358,88.44072
3.470395,89.213219
3.701436,90.486771
3.920505,90.819649
4.053383,90.149857
4.186262,89.034317
4.250905,88.10717
4.353856,88.631119
4.351461,88.942604
4.220978,90.351318
4.061763,91.913101
3.946841,93.152657
3.890578,92.989304
4.106056,93.001869
4.256891,88.89991
4.256891,86.682159
3.94325,86.516335
4.175488,92.068886
3.926491,97.21254
3.441665,99.46505
3.309984,100.636948
3.409343,99.964836
3.550601,97.572105
3.736152,94.409607
3.920505,92.188171
3.924097,90.936317
3.679888,90.12104
3.435679,90.789017
3.252523,91.750717
3.106477,93.662445
3.015497,95.206223
3.209427,96.187683
3.517082,95.094032
3.696647,92.914833
3.806781,90.827454
4.029441,89.448326
4.19943,88.954475
4.211401,89.501175
4.159925,89.828804
4.146757,90.14415
4.055778,91.664284
3.763685,93.106499
3.41892,93.874939
3.154361,94.659081
3.084929,95.060425
3.214216,94.719826
3.484761,94.916557
3.739743,94.181267
4.006697,93.152336
4.174291,92.982323
4.180276,92.790703
4.139575,92.258484
3.910928,90.958961
3.483563,94.436241
3.343503,96.170525
7.31668,96.886337
7.879318,103.718605
7.855376,97.006386
7.973889,90.028252
8.456321,82.079338
8.86932,79.443268
8.974665,79.175659
9.254786,80.497841
9.518148,79.296204
9.379285,75.879974
9.021352,74.618553
8.550891,78.156929
8.034941,84.062782
8.12592,88.305244
8.39886,89.959557
8.06008,88.39315
7.835025,87.835091
7.842207,88.719437
7.885303,90.213593
7.625533,89.468727
8.534132,89.547508
7.246051,91.848312
6.420052,86.23909
7.520187,88.492294
8.2169,88.275978
8.110358,87.206581
8.127118,86.000443
8.259995,84.701332
8.303091,83.561775
8.343793,83.833237
8.336611,84.596329
8.293514,85.371033
8.251616,85.52137
8.268375,85.453163
8.315063,85.805267
8.312668,85.838272
8.334216,85.937492
8.334216,86.067352
8.271967,85.981743
8.238448,86.369179
8.218098,86.603706
8.204929,86.489433
8.209718,86.430382
8.215703,86.228416
8.234857,85.906769
8.240842,85.974442
8.22528,86.178429
8.200141,85.921356
8.190564,85.699249
8.173804,85.976707
8.131907,86.074471
8.104373,85.764755
8.157045,85.653099
8.197746,85.796875
8.170214,85.51516
8.177396,85.510826
8.196549,85.960022
8.167819,86.154282
8.117541,85.900833
8.110358,86.003479
8.128315,86.360207
8.147469,86.482887
8.141483,86.455971
8.14268,86.643173
8.098388,86.730408
8.067263,86.583961
8.091205,86.732674
8.103176,86.911583
8.092402,86.698479
8.119935,86.744377
8.147469,86.077507
8.190564,86.062103
8.206126,86.234993
8.171411,86.345612
8.152257,86.561951
8.165425,86.741898
8.194156,86.472786
8.221688,86.247154
8.2169,85.936958
8.201338,85.96344
8.204929,85.903946
8.219295,86.096169
8.194156,86.053726
8.169016,86.042747
8.191761,86.242958
8.210915,86.242012
8.206126,85.718544
8.220491,85.594467
8.250419,86.07692
8.180987,86.442741
8.101978,86.122414
8.10557,86.188911
8.12592,86.347542
8.159439,86.332558
8.183381,86.275917
8.17979,86.186432
8.15106,86.118912
8.123527,86.095772
8.117541,86.137123
8.131907,86.215836
8.155849,86.1567
8.172607,86.051178
8.185776,86.364319
8.139089,86.247482
8.1343,85.863457
8.167819,86.025452
8.160637,85.960724
8.167819,85.986168
8.176199,86.392982
8.188169,86.630089
8.147469,86.190643
8.140285,85.934067
8.152257,86.116615
8.143877,86.362007
8.140285,86.436478
8.161834,86.667999
8.169016,86.660461
8.196549,85.763794
8.218098,85.847496
8.227674,86.104469
8.234857,86.282768
8.238448,86.124611
8.23366,85.962814
8.23366,85.688225
8.230068,85.59771
8.250419,85.769119
8.248025,86.185165
8.210915,86.180962
8.184579,86.100632
8.171411,85.981544
8.154651,85.817993
8.148665,86.002296
8.128315,86.283569
8.11395,86.222527
8.12233,85.880936
8.146272,85.821594
8.152257,85.705147
8.161834,85.87281
8.147469,86.143921
8.103176,86.194252
8.08881,86.219383
8.084022,86.239876
8.104373,86.313728
8.137892,86.293526
8.14268,85.915306
8.157045,85.858261
8.170214,86.055367
8.176199,86.254623
8.152257,85.842125
8.185776,85.895714
8.210915,86.143913
8.201338,86.306389
8.171411,86.264099
8.169016,86.346123
8.172607,86.539917
8.210915,86.510353
8.261193,86.034653
8.331821,85.546371
8.380903,85.211159
8.35337,85.374344
8.315063,85.558044
8.305486,85.692711
8.2995,85.587646
8.328231,85.697182
8.323442,85.889503
8.215703,86.118065
8.201338,86.134697
8.200141,86.377823
8.208521,86.345131
8.221688,86.353592
8.212111,86.247902
8.194156,86.196411
8.185776,86.43634
8.170214,86.766754
8.143877,86.970917
8.147469,86.675819
8.182184,86.205643
8.208521,85.862755
8.243237,85.753296
8.238448,85.656845
8.221688,85.940964
8.170214,86.043571
8.160637,86.199936
8.167819,86.256149
8.186973,85.998451
8.222886,85.683487
8.238448,85.762512
8.22528,85.946022
8.188169,86.072533
8.161834,86.061081
8.196549,85.906799
8.257602,85.929077
8.258799,85.677788
8.244433,85.500481
8.24563,85.68161
8.207323,85.97702
8.184579,86.033569
8.184579,86.075676
8.2169,86.012085
8.267179,85.974487
8.287529,85.804947
8.283937,85.529671
8.269572,85.692513
8.236053,85.858826
8.227674,85.793053
8.259995,86.039955
8.256405,85.972946
8.283937,85.897705
8.295909,86.192505
8.269572,85.710907
8.258799,85.720848
8.250419,86.131783
8.251616,86.415718
8.310274,86.338654
8.310274,86.34465
8.294712,86.279999
8.297106,86.302956
8.304289,86.049782
8.307879,86.072281
8.2995,86.390877
8.274361,86.474266
8.273164,86.330421
8.285135,86.282028
8.264784,86.10466
8.250419,86.287231
8.230068,86.409355
8.220491,86.406609
8.22528,86.541946
8.22528,86.181473
8.261193,86.130135
8.249222,86.336838
8.246828,86.264412
8.261193,86.284081
8.276755,86.164925
8.312668,86.229073
8.322245,86.421364
8.316259,86.234612
8.301894,86.143196
8.297106,86.047913
8.327033,86.143845
8.334216,86.195724
8.313866,86.369568
8.288726,86.46077
8.286332,86.540588
8.312668,86.765701
8.305486,86.792725
8.274361,86.43116
8.277952,86.561211
8.248025,86.779305
8.219295,86.915207
8.238448,86.762962
8.273164,86.645828
8.305486,86.462128
8.333019,86.048439
8.334216,86.139046
8.298303,86.405998
8.258799,86.615021
8.275558,86.786263
8.269572,86.572426
8.271967,86.005669
8.307879,85.906555
8.329428,86.33577
8.257602,86.518555
8.178593,86.857376
8.178593,86.857376
8.250419,86.269989
8.285135,86.438606
8.265982,86.426567
8.250419,86.717186
8.210915,87.010002
8.200141,86.78466
8.297106,86.334015
8.408437,86.049248
8.358158,86.273842
8.300697,86.392159
8.276755,86.306725
8.298303,86.457268
8.356961,86.371513
8.401254,86.101898
8.380903,86.217339
8.293514,86.93676
8.23366,87.590462
8.255207,87.273209
8.280347,86.859184
8.295909,86.814484
8.237251,86.815842
8.230068,86.916267
8.213309,87.113098
8.240842,86.867729
8.271967,86.741646
8.2995,86.501892
8.293514,86.326454
8.283937,86.809425
8.246828,87.046448
8.2169,87.012009
8.293514,86.981316
8.379706,86.505684
8.42759,86.131172
8.444349,86.453072
8.418014,86.844398
8.359355,87.237495
8.340201,87.472168
8.3821,87.317635
8.475474,87.235184
8.514978,87.140388
8.453926,87.07975
8.421604,87.342087
8.380903,87.089485
8.397662,86.360634
8.462306,85.774948
8.543709,85.099632
8.775947,83.009972
8.874108,82.388077
8.962694,82.764458
9.123106,83.284767
9.348161,82.703644
9.690532,81.129501
10.110714,78.529587
10.654198,78.896866
10.982203,82.957153
11.097125,86.610001
11.489774,88.155952
12.419921,88.095703
13.764266,86.923103
15.096639,88.186768
16.047136,91.539154
16.249447,96.116455
16.038757,101.593925
17.593792,101.184883
22.498314,98.53141
28.761545,100.693314
31.906328,107.959183
29.658173,113.06871
24.934414,108.721794
21.659145,104.843254
20.981586,105.951767
21.750126,111.629639
21.390995,114.05912
20.446482,112.420311
21.353886,108.858208
23.585281,114.626373
26.846184,122.49823
28.550856,124.799286
28.741194,124.606392
22.452824,126.337395
11.950658,122.890221
0.19393,116.556374
-17.033548,128.076813
-39.138016,93.65377
-39.195477,56.187572
-39.195477,61.495121
-39.195477,56.497223
-32.710781,68.128456
-18.5814,99.788849
-6.010643,151.455154
2.06859,167.521606
7.523779,151.489136
15.37676,144.017349
27.964275,135.743225
38.476017,122.221413
38.540661,87.6884
29.227217,61.784508
22.572535,56.110088
16.062698,51.834019
11.139024,46.973091
8.025364,42.635803
6.766014,41.056789
6.99466,48.423027
7.993042,59.686893
8.614338,66.046928
9.01417,70.372589
9.366117,78.003548
9.637859,87.593872
9.848549,93.139473
10.095152,96.630943
10.41358,99.664345
10.639832,101.399811
10.55843,101.467514
10.044873,99.432747
9.167398,97.451706
8.214506,97.901497
7.466318,99.440285
7.275979,100.835709
7.514202,99.024994
8.117541,95.027321
8.977059,92.497543
9.756371,90.870415
10.140641,90.531792
10.235212,92.316376
10.225636,95.353554
10.31901,98.086731
10.405201,99.049858
10.305841,98.705963
9.76954,98.122795
8.880095,97.906395
7.949947,99.307388
7.218518,101.401352
6.982689,104.682755
7.24246,105.500938
7.920019,103.632935
8.883685,99.784813
9.782708,95.371277
10.263943,91.163307
10.053253,87.809814
9.423578,86.232819
8.684967,85.246307
8.288726,86.993073
8.218098,89.774307
8.226477,90.28299
8.27077,89.66275
8.452729,89.856606
8.135497,91.960312
7.389704,95.503517
5.655105,103.732849
4.718972,104.760155
3.908534,104.721016
3.54701,104.339157
3.804387,100.639938
4.660314,95.255867
5.853823,90.601166
7.016208,87.399773
7.661446,84.39402
7.637504,81.696388
7.199365,80.184639
6.625953,80.362633
6.186617,82.792809
5.895722,86.544327
5.629965,89.71521
5.318719,92.100044
5.011064,94.352554
4.745308,95.579025
4.419696,95.579414
4.127604,95.161186
4.024653,94.80603
4.080917,94.46402
4.240131,94.094551
4.395754,93.853874
4.472369,92.836395
4.43885,91.491135
4.220978,90.021545
3.884592,88.782631
3.580529,87.903999
3.412935,87.849609
3.35308,88.294136
3.415329,88.276741
3.665523,87.771866
3.91452,87.794449
4.14556,86.441017
4.315548,85.477386
4.285621,85.765038
4.149151,86.317421
4.037821,87.606194
3.901352,89.428818
3.825934,91.199821
3.900155,91.945244
4.091691,92.235893
4.314352,91.735176
4.489128,90.818855
4.596867,89.567871
4.444836,89.273468
4.267664,90.090454
4.067749,91.097099
3.882198,92.403984
3.718195,93.053429
3.643975,92.916664
3.649961,92.9104
3.696647,93.511383
3.773262,94.436096
3.776853,95.506203
3.706224,95.768715
3.669114,95.447243
3.736152,94.694511
3.903746,94.188942
4.179079,93.91346
4.493917,94.147568
4.68665,94.664391
4.809951,95.010841
4.904522,94.361382
7.19697,79.022156
7.694964,93.492371
5.861006,100.307617
4.398149,101.130562
3.375824,108.931534
2.65517,114.186028
2.345121,112.420013
2.946065,110.251099
4.48434,110.80806
6.058527,108.293945
7.208941,105.361473
7.613562,103.812096
7.485472,103.643921
7.275979,104.183861
6.80911,104.097061
6.376956,105.819183
6.072893,108.112007
5.560534,109.800735
4.893748,113.101814
4.259285,114.242592
4.517859,107.745094
4.957195,102.882332
5.167884,101.77179
5.105635,102.672394
4.995502,102.216072
5.058948,99.272194
5.469554,97.255501
5.596447,96.459221
5.328296,97.582222
4.766856,98.716393
4.165911,102.184631
3.930082,103.528908
3.889381,105.509697
4.220978,105.540001
4.768053,106.040276
5.2852,104.059265
5.505467,97.618172
6.278794,108.958672
6.736086,113.74398
6.913258,112.367882
7.086837,111.232643
7.624335,114.730453
8.665813,113.720795
9.209297,110.946564
9.062054,107.180046
8.41083,103.126129
7.697359,99.830597
7.102399,97.508095
6.740875,96.969124
6.677429,98.02317
6.952762,100.493584
7.380127,103.290207
7.777564,105.455582
8.000225,106.892715
7.965509,107.875984
7.777564,108.760986
7.551312,109.550644
7.384915,109.629768
7.349002,108.488403
7.460332,106.509521
7.687782,103.927872
7.9691,102.206932
8.291121,101.600304
8.513782,101.728363
8.591593,101.594612
8.620323,100.996071
8.627506,100.059372
8.599973,98.8423
8.622718,97.981972
8.678981,97.875519
8.734048,98.147987
8.7951,98.768959
8.801085,99.430527
8.740033,99.596382
8.622718,99.478294
8.564059,99.607269
8.596381,100.066391
8.546103,100.452888
8.426393,100.913544
8.318654,101.407265
8.206126,101.792892
8.130709,101.96479
8.076839,102.117851
7.949947,102.317413
7.745243,102.800552
7.578846,103.40551
7.485472,104.641228
7.493851,106.158897
7.641095,106.927383
7.856573,106.959984
8.139089,108.060181
8.570045,110.675339
9.030929,112.924583
9.156625,113.296707
8.844181,111.77961
8.447941,109.950966
8.301894,109.189499
8.383297,109.315323
8.520964,108.0737
8.603564,106.70504
8.595184,105.503723
8.583213,104.426903
8.584411,104.102768
8.570045,104.134285
8.413225,104.142143
8.146272,104.462074
8.007407,105.277473
8.070854,106.037071
8.175002,106.139923
8.203732,106.274918
8.066066,106.572708
7.72968,107.517754
7.376535,109.476639
7.030573,111.961311
6.852205,114.127548
6.944382,115.502083
7.180211,115.124161
7.406463,114.192001
7.596802,113.617653
7.973889,113.512901
7.973889,113.512901
8.238448,111.149559
8.455123,109.527725
8.628703,107.981445
8.760384,107.03373
8.761581,106.914825
8.611943,107.397118
8.423999,108.130112
8.24204,108.989136
8.100781,109.529991
8.007407,109.981079
7.990648,110.295792
8.072051,110.964447
8.155849,111.791138
8.243237,112.735588
8.255207,112.403152
8.129512,111.417755
7.991845,111.914406
7.882909,113.266495
7.794323,114.372772
7.762002,115.349625
7.813477,115.512497
7.963115,114.811287
8.08881,113.633087
8.121132,112.59053
8.055291,112.280975
7.891289,112.747581
7.671022,113.491959
7.530962,114.092369
7.449559,114.245293
7.447165,114.205864
7.528567,113.740143
7.632715,113.002708
7.77517,112.073853
7.937976,112.303032
8.101978,112.039482
8.305486,111.567459
8.468291,110.954613
8.608353,110.332062
8.759187,109.254181
8.990228,108.528748
9.295488,108.785576
9.479841,109.044861
9.313444,107.436699
8.780735,104.030426
8.167819,100.813522
7.61835,100.35463
7.304709,102.287018
7.229292,108.656776
7.296329,109.072441
7.284359,109.542152
7.28795,109.762718
7.274782,109.45224
7.15986,109.294914
7.055712,109.065834
7.028179,109.331268
7.133524,110.02771
7.359776,110.422455
7.698555,110.271332
8.092402,109.60482
8.418014,108.563759
8.607155,106.949875
8.684967,104.816597
8.742428,103.058266
8.822633,102.21273
8.929175,101.861877
9.099164,99.726135
9.179369,99.277069
9.239224,99.945816
9.257181,102.071411
9.167398,103.286407
8.961497,104.364136
8.705317,105.837517
8.467094,106.359451
8.311471,105.816711
8.239645,106.173157
8.197746,107.480492
8.127118,108.265648
8.031349,108.162811
8.002619,107.845543
8.012196,107.229477
8.082825,105.850609
8.139089,104.775642
8.184579,104.316818
8.191761,104.274803
8.127118,104.235527
8.081628,104.290367
8.128315,104.28669
8.263587,103.872925
8.41083,103.246536
8.516175,102.304077
8.53892,101.257271
8.497022,99.493164
8.415619,99.327927
8.359355,99.233856
8.428787,98.904449
8.487445,97.735512
8.4647,96.495552
8.445546,96.020119
8.447941,95.787193
9.375694,86.103683
9.409213,107.393707
7.920019,109.03746
7.529764,104.85569
7.272388,108.493958
7.143101,105.655655
7.372944,103.281227
7.726089,100.279663
8.048109,98.673515
8.163031,99.951012
8.06008,101.979996
7.838616,102.373665
7.759608,101.797447
7.86615,100.385139
8.021772,98.858765
8.165425,98.550781
8.377312,101.80011
8.488642,103.992676
8.321048,103.088699
8.057686,101.571671
8.285135,101.488472
8.486248,105.24353
8.785523,106.471542
9.242816,105.026199
9.751583,102.998123
9.736021,103.578735
7.973889,106.059189
6.204574,110.871552
5.46716,113.069427
5.865794,112.337975
6.9372,111.435417
8.219295,109.417336
8.246828,108.731636
8.032547,107.975616
7.712921,107.073311
7.260417,106.826782
7.214927,108.663948
7.424419,109.955551
7.661446,110.305519
7.545327,110.95224
7.314286,110.191338
7.186196,109.070145
7.319075,108.376274
7.410054,108.343758
7.48188,109.077324
7.459136,109.864655
7.408857,109.712837
7.323863,109.662804
7.226898,109.407745
7.183802,109.121216
7.320271,109.485893
7.398083,109.783379
